InvoiceNo,InvoiceDate,CustomerID,CustomerSince,Country,PaymentMethod,Channel,StockCode,Description,Category,SubCategory,Quantity,UnitPrice,DiscountPct,PromoCode,TotalAmount
INV100378,2024-07-31 16:40:40,C1078,2018-10-05,United Kingdom,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,3,88.22,0.05,NEW10,251.42699999999996
INV100288,2023-05-24 14:51:39,C1341,2019-03-24,United Kingdom,Debit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,2,47.71,0.0,,95.42
INV100418,2022-05-27 05:49:15,C1298,2018-05-11,Germany,Credit Card,Online,P011,Desk Lamp,Home,Lighting,3,83.71,0.0,,251.13
INV100674,2023-08-20 02:04:58,C1368,2019-07-24,Australia,PayPal,Online,P010,Monitor 24in,Electronics,Displays,3,73.71,0.05,,210.0735
INV100391,2024-12-26 10:48:23,C1035,2020-09-09,United Kingdom,PayPal,Online,P016,Coffee Mug,Home,Kitchen,5,119.76,0.0,NEW10,598.8000000000001
INV100592,2023-10-23 15:42:04,C1319,2020-10-02,Australia,Debit Card,Online,P014,Smart Speaker,Electronics,Audio,3,102.93,0.05,NEW10,293.3505
INV100498,2023-07-17 19:07:10,C1203,2019-08-10,Spain,Credit Card,Offline,P011,Desk Lamp,Home,Lighting,3,83.71,0.0,VIP15,251.13
INV100138,2024-06-17 16:14:22,C1317,2018-06-26,United Kingdom,PayPal,Online,P012,Pen Set,Office Supplies,Stationery,3,88.22,0.0,WELCOME5,264.65999999999997
INV100062,2023-03-31 21:47:32,C1005,2019-09-04,United States,Credit Card,Online,P016,Coffee Mug,Home,Kitchen,4,119.76,0.05,,455.088
INV100471,2024-06-20 17:00:57,C1023,2021-04-19,United Kingdom,PayPal,Offline,P017,Standing Desk,Furniture,Desks,1,126.42,0.05,NEW10,120.09899999999999
INV100647,2023-04-19 00:47:32,C1316,2020-08-14,United Kingdom,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,2,88.22,0.2,,141.15200000000002
INV100128,2022-04-03 16:23:01,C1363,2019-02-14,United States,Debit Card,Offline,P011,Desk Lamp,Home,Lighting,1,83.71,0.0,,83.71
INV100976,2023-02-28 06:24:51,C1175,2018-04-08,Germany,Credit Card,Online,P014,Smart Speaker,Electronics,Audio,4,102.93,0.0,,411.72
INV100520,2024-02-18 00:09:47,C1048,2020-05-26,France,Credit Card,Online,P016,Coffee Mug,Home,Kitchen,3,119.76,0.0,,359.28000000000003
INV100838,2023-01-09 19:19:52,C1222,2022-08-17,United Kingdom,PayPal,Offline,P005,Office Chair,Furniture,Seating,2,42.19,0.0,,84.38
INV100962,2022-06-29 13:34:28,C1327,2019-07-10,United Kingdom,Debit Card,Online,P008,Webcam,Electronics,Accessories,6,62.13,0.0,,372.78000000000003
INV100064,2022-12-15 02:30:44,C1235,2018-07-20,United States,Credit Card,Online,P008,Webcam,Electronics,Accessories,2,62.13,0.1,,111.834
INV100812,2023-10-28 02:00:39,C1037,2018-08-09,United States,PayPal,Online,P019,Planner 2024,Office Supplies,Stationery,3,136.97,0.0,,410.90999999999997
INV100014,2024-10-13 02:11:14,C1036,2018-11-29,United Kingdom,Debit Card,Offline,P006,Mechanical Keyboard,Electronics,Accessories,2,47.71,0.0,VIP15,95.42
INV100156,2023-08-01 04:07:05,C1203,2020-10-13,United States,PayPal,Online,P012,Pen Set,Office Supplies,Stationery,1,88.22,0.15,,74.987
INV100040,2024-01-10 14:50:47,C1144,2018-03-31,United Kingdom,PayPal,Online,P015,Tablet 10in,Electronics,Computing,3,112.27,0.0,NEW10,336.81
INV100492,2022-11-20 02:10:24,C1041,2020-06-21,United Kingdom,Cash,Online,P010,Monitor 24in,Electronics,Displays,5,73.71,0.0,,368.54999999999995
INV100379,2022-01-12 09:27:29,C1345,2018-12-28,Australia,Debit Card,Online,P016,Coffee Mug,Home,Kitchen,3,119.76,0.0,,359.28000000000003
INV100187,2024-08-18 18:33:23,C1023,2022-06-16,United States,PayPal,Offline,P002,USB-C Cable,Electronics,Accessories,3,21.12,0.05,,60.192
INV100763,2023-05-18 04:21:32,C1178,2019-11-26,United Kingdom,PayPal,Online,P003,Laptop Stand,Electronics,Accessories,1,27.94,0.0,,27.94
INV100216,2023-06-13 05:05:41,C1158,2020-03-19,India,PayPal,Online,P007,Headphones,Electronics,Audio,1,53.87,0.0,,53.87
INV100791,2022-06-02 12:29:08,C1168,2018-11-13,France,Credit Card,Online,P011,Desk Lamp,Home,Lighting,9,83.71,0.0,,753.39
INV100052,2022-09-03 01:39:34,C1299,2021-07-17,United Kingdom,Credit Card,Offline,P002,USB-C Cable,Electronics,Accessories,4,21.12,0.0,,84.48
INV100878,2023-11-30 16:47:06,C1101,2018-02-19,United States,Credit Card,Online,P004,Notebook,Office Supplies,Stationery,5,32.42,0.0,,162.10000000000002
INV100337,2023-02-27 12:09:37,C1114,2021-01-21,Australia,PayPal,Online,P010,Monitor 24in,Electronics,Displays,2,73.71,0.0,,147.42
INV100748,2024-03-20 00:42:00,C1365,2021-09-12,Germany,Credit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,4,47.71,0.05,SUMMER20,181.298
INV100719,2024-05-11 05:50:56,C1399,2021-03-20,United Kingdom,Credit Card,Offline,P013,Backpack,Accessories,Bags,2,96.99,0.0,,193.98
INV100724,2022-05-20 13:58:25,C1305,2019-01-27,United Kingdom,Credit Card,Online,P016,Coffee Mug,Home,Kitchen,1,119.76,0.0,NEW10,119.76
INV100295,2024-06-01 07:11:31,C1117,2020-12-16,United Kingdom,Credit Card,Offline,P001,Wireless Mouse,Electronics,Accessories,1,14.1,0.0,,14.1
INV100701,2024-08-09 04:10:30,C1053,2021-10-02,United Kingdom,Credit Card,Online,P004,Notebook,Office Supplies,Stationery,4,32.42,0.0,,129.68
INV100251,2023-06-01 11:20:25,C1362,2019-05-20,United Kingdom,Credit Card,Offline,P003,Laptop Stand,Electronics,Accessories,3,27.94,0.2,,67.05600000000001
INV100726,2023-11-27 20:36:51,C1014,2022-10-23,United States,Credit Card,Online,P004,Notebook,Office Supplies,Stationery,4,32.42,0.05,,123.196
INV100461,2022-05-03 14:37:41,C1277,2018-01-11,United Kingdom,Cash,Offline,P017,Standing Desk,Furniture,Desks,3,126.42,0.0,,379.26
INV100455,2024-11-18 15:15:42,C1060,2019-02-08,United Kingdom,Cash,Online,P004,Notebook,Office Supplies,Stationery,2,32.42,0.0,VIP15,64.84
INV100996,2022-07-30 14:33:11,C1056,2019-03-23,United Kingdom,Bank Transfer,Online,P020,HDMI Cable,Electronics,Accessories,5,145.37,0.0,,726.85
INV100815,2022-02-04 02:52:00,C1162,2018-12-29,India,Debit Card,Online,P005,Office Chair,Furniture,Seating,2,42.19,0.0,NEW10,84.38
INV100862,2022-11-05 06:25:14,C1047,2018-11-22,Australia,Debit Card,Online,P002,USB-C Cable,Electronics,Accessories,5,21.12,0.25,,79.2
INV100269,2024-09-01 02:45:27,C1261,2018-01-28,Germany,Credit Card,Online,P014,Smart Speaker,Electronics,Audio,2,102.93,0.25,,154.395
INV100201,2023-04-14 01:28:27,C1328,2018-04-01,India,Debit Card,Offline,P019,Planner 2024,Office Supplies,Stationery,2,136.97,0.0,VIP15,273.94
INV100161,2023-05-10 20:51:36,C1081,2021-09-10,Germany,Credit Card,Offline,P017,Standing Desk,Furniture,Desks,3,126.42,0.2,,303.408
INV100555,2023-05-17 09:31:22,C1061,2020-02-25,United States,PayPal,Online,P016,Coffee Mug,Home,Kitchen,7,119.76,0.0,,838.32
INV100729,2024-02-22 05:58:16,C1329,2018-03-31,United Kingdom,Credit Card,Online,P017,Standing Desk,Furniture,Desks,2,126.42,0.1,,227.556
INV100401,2022-05-13 23:26:49,C1288,2018-07-31,United Kingdom,Credit Card,Online,P010,Monitor 24in,Electronics,Displays,2,73.71,0.25,SUMMER20,110.565
INV100702,2022-02-20 13:54:37,C1377,2018-06-22,United Kingdom,Debit Card,Online,P003,Laptop Stand,Electronics,Accessories,3,27.94,0.0,,83.82000000000001
INV100476,2022-05-07 20:52:20,C1204,2020-02-16,United Kingdom,Cash,Online,P012,Pen Set,Office Supplies,Stationery,2,88.22,0.0,SUMMER20,176.44
INV100821,2022-01-01 23:06:51,C1019,2019-12-21,United States,PayPal,Online,P020,HDMI Cable,Electronics,Accessories,2,145.37,0.05,SUMMER20,276.203
INV100771,2022-12-02 23:05:35,C1127,2019-07-07,United Kingdom,Bank Transfer,Offline,P015,Tablet 10in,Electronics,Computing,2,112.27,0.0,WELCOME5,224.54
INV100105,2023-04-14 15:10:06,C1330,2018-01-07,India,PayPal,Online,P003,Laptop Stand,Electronics,Accessories,2,27.94,0.0,,55.88
INV100565,2023-08-30 07:09:03,C1362,2018-06-05,Spain,Credit Card,Online,P017,Standing Desk,Furniture,Desks,2,126.42,0.2,,202.27200000000002
INV100389,2023-02-13 05:01:00,C1315,2021-05-28,Spain,Cash,Online,P012,Pen Set,Office Supplies,Stationery,4,88.22,0.05,,335.236
INV100001,2023-08-29 12:29:26,C1388,2022-10-01,United Kingdom,Debit Card,Online,P020,HDMI Cable,Electronics,Accessories,1,145.37,0.0,,145.37
INV100937,2022-05-07 09:19:37,C1205,2018-05-14,United Kingdom,Credit Card,Offline,P012,Pen Set,Office Supplies,Stationery,2,88.22,0.05,,167.618
INV100982,2024-06-01 19:48:21,C1130,2022-11-18,France,Debit Card,Online,P005,Office Chair,Furniture,Seating,2,42.19,0.0,,84.38
INV100561,2022-01-30 10:46:56,C1238,2019-11-22,United States,Credit Card,Online,P020,HDMI Cable,Electronics,Accessories,4,145.37,0.0,SUMMER20,581.48
INV100080,2024-03-02 18:32:38,C1085,2022-08-07,United States,Credit Card,Offline,P008,Webcam,Electronics,Accessories,2,62.13,0.0,,124.26
INV100205,2023-08-12 20:09:35,C1219,2022-11-24,United Kingdom,Credit Card,Offline,P009,External HDD,Electronics,Storage,2,66.06,0.0,,132.12
INV100034,2022-08-02 19:27:04,C1063,2018-12-17,United Kingdom,PayPal,Offline,P004,Notebook,Office Supplies,Stationery,6,32.42,0.0,,194.52
INV100775,2022-04-21 12:13:11,C1277,2018-09-17,India,PayPal,Online,P012,Pen Set,Office Supplies,Stationery,4,88.22,0.1,SUMMER20,317.592
INV100508,2023-03-02 03:09:14,C1105,2020-07-27,Australia,Debit Card,Online,P014,Smart Speaker,Electronics,Audio,2,102.93,0.0,,205.86
INV100427,2023-10-03 06:09:14,C1091,2021-09-08,United Kingdom,Credit Card,Offline,P012,Pen Set,Office Supplies,Stationery,4,88.22,0.0,,352.88
INV100454,2023-07-26 02:59:29,C1147,2021-09-10,United Kingdom,Credit Card,Offline,P016,Coffee Mug,Home,Kitchen,4,119.76,0.0,,479.04
INV100366,2023-07-20 06:49:49,C1185,2018-06-30,India,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,1,14.1,0.05,VIP15,13.395
INV100091,2022-05-26 15:19:25,C1186,2018-02-22,United Kingdom,Debit Card,Online,P009,External HDD,Electronics,Storage,2,66.06,0.15,,112.302
INV100339,2024-05-31 03:17:03,C1368,2018-07-09,Germany,Credit Card,Offline,P015,Tablet 10in,Electronics,Computing,1,112.27,0.0,,112.27
INV100897,2022-06-24 21:15:12,C1224,2019-07-30,United States,Credit Card,Online,P008,Webcam,Electronics,Accessories,3,62.13,0.0,,186.39000000000001
INV100564,2022-02-27 10:42:29,C1081,2020-04-10,United Kingdom,Bank Transfer,Offline,P009,External HDD,Electronics,Storage,2,66.06,0.0,,132.12
INV100345,2022-02-24 14:57:52,C1171,2020-02-14,Germany,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,4,88.22,0.0,,352.88
INV100776,2022-01-28 09:45:56,C1344,2019-03-24,United States,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,3,136.97,0.0,,410.90999999999997
INV100241,2024-10-08 19:41:16,C1228,2021-04-17,United Kingdom,Credit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,5,47.71,0.0,,238.55
INV100013,2024-03-09 01:07:38,C1166,2018-04-12,United Kingdom,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,3,88.22,0.0,,264.65999999999997
INV100315,2024-06-25 17:45:24,C1274,2019-02-17,United Kingdom,PayPal,Online,P007,Headphones,Electronics,Audio,4,53.87,0.05,,204.706
INV100600,2023-10-07 05:06:14,C1389,2019-02-11,India,Credit Card,Online,P010,Monitor 24in,Electronics,Displays,3,73.71,0.2,SUMMER20,176.904
INV100387,2023-03-17 07:09:07,C1105,2018-01-22,Germany,Debit Card,Offline,P020,HDMI Cable,Electronics,Accessories,5,145.37,0.15,,617.8225
INV100273,2023-07-01 05:11:52,C1138,2020-11-02,United Kingdom,Debit Card,Online,P019,Planner 2024,Office Supplies,Stationery,4,136.97,0.05,,520.486
INV100166,2022-10-31 01:06:19,C1261,2019-09-09,United Kingdom,Credit Card,Online,P003,Laptop Stand,Electronics,Accessories,6,27.94,0.0,,167.64000000000001
INV100840,2023-08-30 14:06:34,C1235,2018-02-20,United States,PayPal,Offline,P012,Pen Set,Office Supplies,Stationery,7,88.22,0.0,,617.54
INV100992,2023-11-21 06:09:57,C1048,2019-05-07,United Kingdom,Debit Card,Offline,P010,Monitor 24in,Electronics,Displays,2,73.71,0.0,,147.42
INV100646,2022-11-25 00:27:36,C1187,2018-09-05,United States,Credit Card,Online,P018,Mouse Pad,Accessories,Accessories,2,130.35,0.05,SUMMER20,247.66499999999996
INV100818,2024-08-06 12:30:04,C1168,2021-10-22,United Kingdom,Cash,Offline,P019,Planner 2024,Office Supplies,Stationery,3,136.97,0.0,,410.90999999999997
INV100484,2023-08-08 16:31:12,C1162,2021-02-10,Australia,Debit Card,Online,P005,Office Chair,Furniture,Seating,1,42.19,0.2,,33.752
INV100980,2023-12-29 02:31:30,C1192,2020-06-20,United Kingdom,Debit Card,Offline,P001,Wireless Mouse,Electronics,Accessories,6,14.1,0.0,,84.6
INV100504,2022-03-29 16:58:01,C1384,2018-05-11,United Kingdom,Debit Card,Online,P012,Pen Set,Office Supplies,Stationery,2,88.22,0.0,,176.44
INV100831,2022-11-13 10:49:51,C1209,2020-07-19,United Kingdom,Bank Transfer,Online,P013,Backpack,Accessories,Bags,5,96.99,0.0,,484.95
INV100243,2024-10-11 14:51:36,C1202,2022-09-19,Germany,Credit Card,Online,P020,HDMI Cable,Electronics,Accessories,4,145.37,0.0,,581.48
INV100566,2023-05-14 03:55:31,C1201,2018-12-29,United Kingdom,Credit Card,Offline,P014,Smart Speaker,Electronics,Audio,3,102.93,0.0,NEW10,308.79
INV100875,2024-01-01 04:49:01,C1076,2023-04-30,Germany,Credit Card,Offline,P005,Office Chair,Furniture,Seating,2,42.19,0.0,,84.38
INV100562,2022-11-21 22:18:41,C1019,2020-01-20,India,Debit Card,Online,P018,Mouse Pad,Accessories,Accessories,3,130.35,0.05,,371.49749999999995
INV100686,2022-10-29 05:22:00,C1080,2018-01-22,Spain,Credit Card,Offline,P006,Mechanical Keyboard,Electronics,Accessories,1,47.71,0.0,,47.71
INV100189,2023-08-09 00:54:17,C1024,2021-09-29,United States,Credit Card,Offline,P011,Desk Lamp,Home,Lighting,3,83.71,0.0,,251.13
INV100782,2022-04-24 16:51:27,C1046,2019-09-19,United States,Credit Card,Offline,P002,USB-C Cable,Electronics,Accessories,2,21.12,0.0,SUMMER20,42.24
INV100699,2022-04-15 21:33:19,C1131,2018-09-16,Germany,Credit Card,Offline,P004,Notebook,Office Supplies,Stationery,5,32.42,0.0,,162.10000000000002
INV100475,2022-03-11 01:47:02,C1279,2018-05-31,India,Debit Card,Online,P019,Planner 2024,Office Supplies,Stationery,3,136.97,0.0,,410.90999999999997
INV100681,2022-06-03 10:11:41,C1098,2020-07-01,United Kingdom,Credit Card,Online,P010,Monitor 24in,Electronics,Displays,6,73.71,0.0,WELCOME5,442.26
INV100510,2024-02-26 02:59:10,C1336,2021-03-28,United Kingdom,Debit Card,Online,P008,Webcam,Electronics,Accessories,2,62.13,0.0,,124.26
INV100058,2022-05-23 10:34:22,C1095,2019-04-10,United States,Credit Card,Offline,P002,USB-C Cable,Electronics,Accessories,2,21.12,0.0,,42.24
INV100474,2024-03-10 08:35:10,C1207,2019-06-14,United Kingdom,Debit Card,Offline,P009,External HDD,Electronics,Storage,3,66.06,0.0,NEW10,198.18
INV100560,2024-02-22 10:40:15,C1285,2018-05-18,France,Bank Transfer,Online,P019,Planner 2024,Office Supplies,Stationery,1,136.97,0.0,,136.97
INV100856,2022-11-10 17:20:47,C1003,2018-11-29,United Kingdom,Debit Card,Online,P005,Office Chair,Furniture,Seating,3,42.19,0.05,NEW10,120.24149999999999
INV100747,2023-09-26 14:20:35,C1200,2020-03-29,United Kingdom,Debit Card,Online,P018,Mouse Pad,Accessories,Accessories,2,130.35,0.0,,260.7
INV100252,2023-02-19 12:24:54,C1358,2020-06-25,United States,PayPal,Online,P016,Coffee Mug,Home,Kitchen,3,119.76,0.0,WELCOME5,359.28000000000003
INV100021,2024-11-25 13:11:48,C1288,2021-10-22,United States,Credit Card,Online,P016,Coffee Mug,Home,Kitchen,6,119.76,0.1,,646.7040000000001
INV100313,2022-04-03 08:32:46,C1343,2020-12-08,United Kingdom,PayPal,Offline,P011,Desk Lamp,Home,Lighting,1,83.71,0.0,,83.71
INV100459,2024-10-21 10:58:09,C1382,2024-03-07,India,Credit Card,Offline,P005,Office Chair,Furniture,Seating,2,42.19,0.25,,63.285
INV100160,2023-03-11 11:22:34,C1322,2021-06-15,Germany,Credit Card,Online,P017,Standing Desk,Furniture,Desks,3,126.42,0.0,NEW10,379.26
INV100276,2022-10-14 14:58:54,C1339,2018-12-17,United States,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,3,14.1,0.0,NEW10,42.3
INV100955,2022-11-28 17:52:13,C1087,2020-09-30,United Kingdom,Debit Card,Online,P011,Desk Lamp,Home,Lighting,1,83.71,0.0,,83.71
INV100191,2023-09-08 06:42:24,C1126,2021-05-06,Spain,Credit Card,Offline,P016,Coffee Mug,Home,Kitchen,2,119.76,0.0,,239.52
INV100385,2022-12-13 20:16:45,C1245,2020-08-11,United Kingdom,Debit Card,Online,P017,Standing Desk,Furniture,Desks,1,126.42,0.15,WELCOME5,107.457
INV100805,2023-01-10 22:52:46,C1329,2018-02-01,United Kingdom,Credit Card,Offline,P017,Standing Desk,Furniture,Desks,2,126.42,0.1,,227.556
INV100413,2022-09-19 15:05:34,C1187,2018-12-07,United Kingdom,PayPal,Online,P018,Mouse Pad,Accessories,Accessories,6,130.35,0.05,VIP15,742.9949999999999
INV100491,2022-10-25 02:29:24,C1294,2019-07-19,Spain,Credit Card,Online,P013,Backpack,Accessories,Bags,2,96.99,0.05,,184.28099999999998
INV100343,2024-08-02 07:35:02,C1011,2019-04-11,United States,PayPal,Offline,P008,Webcam,Electronics,Accessories,1,62.13,0.0,WELCOME5,62.13
INV100769,2023-01-28 15:08:48,C1103,2020-03-07,United Kingdom,Debit Card,Online,P015,Tablet 10in,Electronics,Computing,1,112.27,0.0,,112.27
INV100308,2022-07-15 02:35:44,C1271,2019-03-20,United States,Credit Card,Online,P002,USB-C Cable,Electronics,Accessories,4,21.12,0.0,,84.48
INV100661,2022-03-02 19:59:34,C1064,2018-11-15,United Kingdom,Debit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,3,47.71,0.0,NEW10,143.13
INV100130,2024-08-12 06:56:47,C1272,2018-12-15,United Kingdom,Credit Card,Online,P013,Backpack,Accessories,Bags,3,96.99,0.0,,290.96999999999997
INV100663,2024-08-20 04:43:12,C1000,2020-05-15,Germany,PayPal,Online,P006,Mechanical Keyboard,Electronics,Accessories,3,47.71,0.0,,143.13
INV100871,2022-05-01 09:12:04,C1072,2019-02-07,United States,Bank Transfer,Online,P005,Office Chair,Furniture,Seating,2,42.19,0.2,SUMMER20,67.504
INV100099,2023-11-11 19:17:24,C1178,2021-02-02,Australia,Credit Card,Online,P005,Office Chair,Furniture,Seating,10,42.19,0.3,NEW10,295.33
INV100372,2022-07-08 13:08:08,C1389,2018-10-12,United Kingdom,Credit Card,Online,P013,Backpack,Accessories,Bags,4,96.99,0.0,,387.96
INV100087,2024-02-14 15:54:05,C1132,2023-03-04,United Kingdom,PayPal,Online,P001,Wireless Mouse,Electronics,Accessories,2,14.1,0.0,WELCOME5,28.2
INV100458,2022-07-26 09:56:44,C1323,2020-03-19,United Kingdom,Bank Transfer,Online,P007,Headphones,Electronics,Audio,2,53.87,0.0,,107.74
INV100330,2022-05-13 17:18:25,C1076,2020-11-13,United States,Credit Card,Offline,P019,Planner 2024,Office Supplies,Stationery,2,136.97,0.05,NEW10,260.243
INV100214,2023-06-06 17:42:32,C1289,2019-06-04,Germany,Credit Card,Offline,P010,Monitor 24in,Electronics,Displays,1,73.71,0.0,,73.71
INV100466,2024-11-01 01:22:25,C1352,2018-03-30,United Kingdom,Credit Card,Online,P017,Standing Desk,Furniture,Desks,4,126.42,0.0,SUMMER20,505.68
INV100121,2022-10-27 21:53:01,C1117,2018-10-01,United Kingdom,Credit Card,Online,P017,Standing Desk,Furniture,Desks,2,126.42,0.0,,252.84
INV100614,2024-12-01 23:35:36,C1168,2023-08-17,France,Credit Card,Offline,P009,External HDD,Electronics,Storage,5,66.06,0.15,,280.755
INV100020,2024-12-18 00:59:39,C1090,2023-07-10,France,Credit Card,Online,P010,Monitor 24in,Electronics,Displays,5,73.71,0.0,,368.54999999999995
INV100700,2024-10-21 23:30:55,C1355,2020-08-23,United Kingdom,Credit Card,Offline,P008,Webcam,Electronics,Accessories,4,62.13,0.3,,173.964
INV100071,2023-10-06 07:35:09,C1317,2018-01-27,United States,PayPal,Online,P013,Backpack,Accessories,Bags,4,96.99,0.3,,271.57199999999995
INV100106,2024-03-06 08:48:25,C1373,2020-07-31,United Kingdom,PayPal,Offline,P005,Office Chair,Furniture,Seating,3,42.19,0.0,,126.57
INV100270,2022-01-05 12:02:53,C1017,2018-11-26,United Kingdom,Debit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,3,47.71,0.0,,143.13
INV100860,2022-07-21 19:42:07,C1046,2018-03-07,United States,Debit Card,Offline,P011,Desk Lamp,Home,Lighting,2,83.71,0.0,VIP15,167.42
INV100435,2022-11-19 11:24:40,C1371,2019-11-16,United Kingdom,Debit Card,Online,P017,Standing Desk,Furniture,Desks,3,126.42,0.0,VIP15,379.26
INV100102,2022-06-15 03:38:42,C1292,2019-09-30,United Kingdom,Debit Card,Online,P008,Webcam,Electronics,Accessories,2,62.13,0.0,,124.26
